codigoGrupoMaterialServico,grupoMaterialServico,codigoClasseMaterialServico,classeMaterialServico,codigoMaterialServico,materialServico,valorTotal
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108176,GLIADINA -,1912
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108184,CARBOXIMETILCELULOSE P.A. -,5140.0599999999995
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108222,B-CAROTENO -,800
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108257,FENILMETANOSULFONIL FLUORETO -,3289.99
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108273,KIT PARA ANALISE DE AGUA -,25375.85
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108281,TESTE PARA IMUNODIAGNOSTICO DO PARVOVIRUS -,4588
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108303,PADROES DE REFERENCIA -,2664862.03
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108320,CLORETO DE FERRO III (ICO) P.A. HEXAHIDRATADO -,16610.55
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108338,PENICILINA + ESTREPTOMICINA -,14166.21
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108354,MEIO LEIBOVITZ -,2128.2
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108362,PIRROLIDINODITIOCARBAMATO DE AMONIO -,2460
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108370,ALGICIDA DE MANUTENCAO -,141502.18
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108389,LIMPA BORDAS -,81346.9
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108397,DECANTADOR -,126450.38
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108427,SORO FETAL BOVINO -,299613.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108443,ACETATO DE N-BUTILA -,388.54
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108478,BSTFA - BIS(TRIMETILSILIL)TRIFLUOROACETAMIDA -,6600
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108494,TESTE PADRAO IDENTIFICACAO BACTERIANA -,454378.68
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108532,SULFATO DE NIQUEL -,100
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108575,KIT P/IDENTIFICACAO MICRORGANISMOS PATOGENICOS -,2219890.99
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108702,FORMIATO DE ETILA -,10134.9
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108729,DEPC - DIETHYL PYROCARBONATE -,1735.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108737,KIT PARA SEQUENCIAMENTO DE DNA -,10344727.98
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108745,KIT PARA PURIFICACAO DE ACIDOS NUCLEICOS -,298112.04
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108761,CEFAPIRINA SODICA -,1000
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108788,1-METILIMIDAZOL -,510
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108826,ABAMECTINA -,880
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108834,DORAMECTINA -,580
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108869,KIT PARA DETECCAO DE ANTICORPOS ANTI-HTLV I/II -,2236295.88
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108877,MODIFICADOR DE MATRIZ SOLUCAO DE MAGNESIO -,2000
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108907,CONTROLE DE QUALIDADE PARA URINA EM 2 NIVEIS-,4286.03
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108923,REAGENTE PARA DOSAGEM DE PROTEINAS -,219042.43
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108931,CEPA -,3971007.81
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108974,TESTE PARA IMUNODIAGNOSTICO TOXOPLASMOSE HUMANA -,234725
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68108982,KIT IDGA PARA ANEMIA INFECCIOSA EQUINA -,47620
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109083,KIT PARA CALIBRACAO ESPECTRAL -,18326.55
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109148,REAGENTE LINFOCITOS -,194030.1
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109172,TEMPO DE PROTROMBINA-,741583.05
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109180,TEMPO DE TROMBOPLASTINA-,746970
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109202,REAGENTE DOSAGEM DE VITAMINA -,211652.21
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109210,KIT PARA DETERMINACAO QUALITATIVA DE HCG-,333490.26
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109229,SORO POLIVALENTE -,2750.13
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109237,REAGENTE PARA DOSAGEM DE DIMERO D -,1528855
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109253,AZUL DE TOLUIDINA-,40726.78
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109261,INFUSO CEREBRO CORACAO (BHI)-,238977.44
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109288,ALBUMINA BOVINA -,15929.4
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109296,CLORETO DE SODIO -,8865.49
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109334,AGAR NIGER -,29584
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109342,AGAR OF -,1351.52
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109350,CALDO ARGININA DESCARBOXILASE -,65207.1
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109369,CALDO MALONATO -,160679.47
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109377,CALDO ORNITINA DESCARBOXILASE -,108434.41
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109393,MEIO OF -,111682.45
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109415,UREIA -,3028.28
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109423,MEIO DE LOWENSTEIN JENSEN -,413156.4
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109431,MANITOL -,1170
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109458,GLICOSE P.A. -,914
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109466,AGAR UREIA -,121284.74
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109482,SOLUCAO SALINA -,19233.18
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109504,KIT P/IDENTIFICACAO DE FUNGOS LEVEDURIFORMES -,346502
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109512,ESCALA DE MAC FARLAND (SOLUCAO PADRAO Nº 5) -,12911.55
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109520,"COAGU-PLASMA DE COELHO, ESTERIL -",60404.24
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109539,PACK DE NA/K/CL -,92458.08
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109547,SOLUCAO DE PREENCHIMENTO P/ANALISADOR DE IONS -,4946.76
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109555,KIT PARA IDENTIFICACAO DE BACTERIAS -,11257834.48
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109563,KIT PARA DIAGNOSTICO DE CRYPTOCOCCUS -,383955.29
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109610,CEFAZOLINA SODICA -,1000
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109628,KIT REAGENTES PARA HEMATOLOGIA  -,637221.37
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109636,CLOXACILINA SODICA -,690
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109644,1-DECANOSSULFONATO DE SODIO -,2500
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109687,ALCOOL ISOAMILICO -,3626.3
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109695,AMOXICILINA TRIHIDRATADA,820
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109709,ACRILAMIDA/BIS-ACRILAMIDA -,2077.5299999999997
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109717,SULFATO DE ESTREPTOMICINA -,1480.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109733,"GENTAMICINA, SULFATO -",694
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109741,DICLOXACILINA SODICA -,750
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109750,KIT PARA EXTRACAO DE DNA -,2936230.21
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109822,SOLUCAO TAMPAO MATERIAL REFERENCIA POTENCIOMETRO -,3868.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109830,SOLUCAO DESCONTAMINANTE -,29142
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109865,ISOOCTANO -,101382
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109890,METILPARABENO -,210
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109911,HIDROXIDO DE TETRAMETILAMONIO,260
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109946,ENZIMA -,318082.84
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109954,CLORIDRATO DE CLORTETRACICLINA -,610
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109962,SILICA -,3734.38
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109970,PARAFORMALDEIDO -,211.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109989,ACIDO SULFAMICO,160
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6810,REAGENTES QUIMICOS,68109997,SOLUCAO PARA ELETRODOS -,187.52
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200013,CORANTE VERDE LUZ -,842.98
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200021,AZUL DE COOMASSIE BRILHANTE R 250 -,716
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200030,SULFATO DE MAGNESIO ANIDRO -,4038.9
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200048,CORANTE SUDAN III -,2731.3599999999997
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200064,CRISTAL VIOLETA -,6342.2300000000005
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200099,TIRA INDICADORA DE PH -,88268.03
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200102,CORANTE AZUL DE BROMOFENOL -,576.71
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200110,CORANTE AZUL DE BROMOTIMOL -,982.78
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200129,AZUL DE METILENO -,20655.75
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200137,AGAR M17,2741
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200145,PAPEL DE TORNASSOL -,9007.4
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200170,CORANTE ALCOOL-ACIDO -,10391.54
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200218,PRETO DE ERIOCROMO T -,34.9
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200226,CORANTE SAFRANINA -,520
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200234,CORANTE FUCSINA -,5390.84
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200242,SOLUCAO CORANTE LUGOL -,6772.98
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200250,CORANTE PARA CITOLOGIA -,7096.3099999999995
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200277,CORANTE HEMATOXILINA -,23898.4
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200315,CORANTE REATIVO DE BENEDICT -,1727
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200340,CORANTE WRIGTH -,1448.81
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200358,CORANTE PANOTICO -,8745.6
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200366,CORANTE AZUL DE CRESIL BRILHANTE -,12971.75
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200374,REAGENTE PARA COLORACAO ZIEHL NELSEEN -,38178.69
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200382,REAGENTE PARA COLORACAO DE GRAM -,78566.29
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200404,CORANTE CLORETO DE OURO -,3749
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200439,ACIDO PERIODICO -,2316
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200447,IPTG (ISOPROPYLTHIO-ß-GALACTOSIDE -,13901.1
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200455,FOSFATO DE SODIO DIBASICO -,10101.46
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200471,ACIDO ACETICO GLACIAL -,50096.94
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200510,CONJUNTO DE CORANTES COLORACAO -,140330.21
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200536,ALARANJADO DE METILA -,1408
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200552,ALARANJADO G -,1718.3999999999999
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200560,CORANTE AZUL DE HIDROXINAFTOL -,4247
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200579,AZUL DE TIMOL -,32.65
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200587,DIETILENOGLICOL -,80
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200595,AMOSTRA DE REFERENCIA -,9790.279999999999
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200609,HEXAMETILENOTETRAMINA -,249.25
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200617,HEXANO -,2222.64
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200633,HEXANO-N -,34264.55
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200650,HIDROSSULFITO DE SODIO -,448.46000000000004
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200668,AZUL DE ANILINA -,12000
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200692,AGAR FENILALANINA -,1474
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200730,NITRATO DE CHUMBO -,379.84
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200765,DESOXICOLATO DE SODIO -,8067
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200773,NITRATO DE POTASSIO -,1598
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200781,NITRATO DE SODIO -,68
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200790,NITRITO DE SODIO -,264
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200811,NITROFERROCIANETO DE SODIO -,4100
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200820,OCTANO-1 SULFONATO DE SODIO -,1510
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200846,ACIDO FTALICO -,378
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200854,KIT PARA DIAGNOSTICO MOLECULAR POR PCR -,28000
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200862,PURPURA DE BROMOCRESOL -,186
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200870,VERDE BRILHANTE -,184
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200889,VERDE DE BROMOCRESOL -,1546.06
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200919,VERMELHO DE FENOL -,594.64
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200927,VERMELHO DE METILA -,655.55
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200935,VERMELHO NEUTRO -,245.69
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200951,FENOLFTALEINA -,198
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200986,LIQUIDO DE TURK -,3764.2400000000002
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68200994,DIOXIDO DE MANGANES -,160
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201010,CORANTE AZUL DE EVANS -,1372
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201044,NITRATO DE COBALTO (II) HEXAHIDRATADO -,1247
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201052,PIROANTIMONIATO DE POTASSIO -,86960
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201060,BROMETO DE DIMIDIO -,32140
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201109,RIFAMPICINA -,4730
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201117,MONOSULFATO DE KANAMICINA -,714
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201125,MEIO DE MONTAGEM DE LAMINA -,30024.56
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201133,D-CYCLOSERINE -,24430
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201141,AZUL DE COOMASSIE G -,367.5
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201192,CITRATO DE SODIO DIBASICO SESQUIHIDRATADO -,2506
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201206,N-LAURILSARCOSINA SAL SODICO -,17530
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201214,ACIDO LACTICO -,920
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201222,BROMETO HEXADECILTRIMETILAMONIO -,390
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201265,CONJUNTO REAGENTES PARA CALIBRACAO -,17513.4
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201273,AGAR CARVAO -,26807.52
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201281,AGAR DICLORAN -,10092
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201290,AGAR BISMUTO SULFITO,4849.98
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201320,MEIOS DE CULTURA -,2151694.64
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201338,ENRIQUECIMENTO PARA CULTIVO DE LEPTOSPIRA -,122431.2
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201346,ANTICORPO -,498727.23
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201354,AZUL DE ASTRA -,1017
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201362,CJ. CONTROLE INTERNO QUALIDADE IMUNOHEMATOLOGIA -,102090.68000000001
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201370,ACIDO FOSFORICO -,70393.43
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201389,PIRAZINAMIDA -,600
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201451,CONTROLE POSITIVO  -,20664
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201460,CLORIDRATO DE OXITETRACICLINA -,612
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201478,CLORIDRATO DE TETRACICLINA -,450
68,SUBSTANCIAS E PRODUTOS QUIMICOS,6820,"REAGENTES QUIMICOS, CORANTES E INDICADORES",68201486,CLORETO DE ALUMINIO -,492
